score,short_name,name,type_ru,lat,lng,nearest_distance_m,nearest_monument,justification,article,qid,layer
"68","Михалковская улица","Михалковская улица 38 c1","историческое здание","55.841843","37.518963","1534","НАМИ","Михалковская улица 38 c1 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («НАМИ») около 1.53 км.","","Q116860407","heritage_building"
"68","Административное здание","Административное здание НКВД (Хорошёвский)","историческое здание","55.777692","37.518776","1534","ЦСКА Арена","Административное здание НКВД (Хорошёвский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («ЦСКА Арена») около 1.53 км.","","Q125544373","heritage_building"
"68","Наземный вестибюль","Наземный вестибюль (Тверской)","историческое здание","55.777413","37.582128","1533","Купание коней","Наземный вестибюль (Тверской) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Купание коней») около 1.53 км.","","Q117351074","heritage_building"
"68","Старая Басманная","Старая Басманная улица 15 с3","историческое здание","55.7656503","37.66049386","1532","Колокольня","Старая Басманная улица 15 с3 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Колокольня») около 1.53 км.","","Q116742779","heritage_building"
"68","Ленинградское шоссе","Ленинградское шоссе 95","историческое здание","55.923546","37.387342","1532","Ежи","Ленинградское шоссе 95 — Ново-Дмитровское земское начальное училище. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Ежи») около 1.53 км.","","Q116860465","heritage_building"
"68","Башни восточного","Башни восточного въезда усадьбы Михалково","усадьба / дворец / особняк","55.841677","37.51911","1532","НАМИ","Башни восточного въезда усадьбы Михалково — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («НАМИ») около 1.53 км.","","Q116860547","heritage_building"
"68","Мужское отделение,","Мужское отделение, для слабых, требующих надзора и вновь поступающих (Донской)","историческое здание","55.69877665","37.60473543","1531","Дом-корабль","Мужское отделение, для слабых, требующих надзора и вновь поступающих (Донской) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Дом-корабль») около 1.53 км.","","Q117038569","heritage_building"
"68","Дом деревянный","Дом деревянный рубленый (корпус служителей) (Пресненский)","историческое здание","55.75814397","37.56919808","1531","Cheapshot HQ","Дом деревянный рубленый (корпус служителей) (Пресненский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Cheapshot HQ») около 1.53 км.","","Q117195609","heritage_building"
"68","Главный дом","Главный дом (Первомайское)","историческое здание","55.535736","37.153928","1530","Флигель","Главный дом (Первомайское) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Флигель») около 1.53 км.","","Q117054131","heritage_building"
"68","Палаты патриарха","Палаты патриарха Филарета (настоятельские) (Таганский)","усадьба / дворец / особняк","55.73151061","37.65716111","1530","Усадьба Ардалионова","Палаты патриарха Филарета (настоятельские) (Таганский) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.53 км.","","Q117229863","heritage_building"
"68","Колокольня Новоспасского","Колокольня Новоспасского монастыря","исторический храм / монастырь","55.73202257","37.65757434","1529","Усадьба Морозовых","Колокольня Новоспасского монастыря — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Морозовых») около 1.53 км.","","Q117229862","heritage_building"
"68","Корпус богадельни","Корпус богадельни юго-восточный (восточный) (Гагаринский)","историческое здание","55.712006","37.575883","1528","Арена Лужники","Корпус богадельни юго-восточный (восточный) (Гагаринский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Арена Лужники») около 1.53 км.","","Q116920205","heritage_building"
"68","улица Косыгина","улица Косыгина 2 c2","историческое здание","55.70878486","37.57354593","1525","Арена Лужники","улица Косыгина 2 c2 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Арена Лужники») около 1.52 км.","","Q116912518","heritage_building"
"68","Трансформаторная подстанция","Трансформаторная подстанция во дворе (Щукино)","вокзал / транспортный объект","55.7952","37.4883","1524","Octod Tower","Трансформаторная подстанция во дворе (Щукино) — крупный транспортный объект и узнаваемая городская точка с постоянным потоком людей. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Octod Tower») около 1.52 км.","","Q116981631","heritage_building"
"68","Флигель","Флигель (Первомайское)","историческое здание","55.536098","37.153445","1524","Флигель","Флигель (Первомайское) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Флигель») около 1.52 км.","","Q117054133","heritage_building"
"68","Смоленская площадь","Смоленская площадь 6 c1","историческое здание","55.74923781","37.58328367","1521","Cheapshot HQ","Смоленская площадь 6 c1 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Cheapshot HQ») около 1.52 км.","","Q116791333","heritage_building"
"68","Три фонтана","Три фонтана (на территории внутренних дворов) (Щукино)","историческое здание","55.79524","37.48918","1521","Octod Tower","Три фонтана (на территории внутренних дворов) (Щукино) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Octod Tower») около 1.52 км.","","Q116981637","heritage_building"
"68","Главный дом","Главный дом городской усадьбы Е.Н. Горчаковой – Н.А. Богданова (Хамовники)","усадьба / дворец / особняк","55.745164","37.58691286","1521","Пётр l","Главный дом городской усадьбы Е.Н. Горчаковой – Н.А. Богданова (Хамовники) — Главный дом городской усадьбы Е.Н. Горчаковой – Н.А. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пётр l») около 1.52 км.","","Q118154753","heritage_building"
"68","Братский корпус","Братский корпус северный (Таганский)","историческое здание","55.7324078","37.65606517","1520","Усадьба Морозовых","Братский корпус северный (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Морозовых») около 1.52 км.","","Q117229869","heritage_building"
"68","Больница детская","Больница детская с приютом (Донской)","историческое здание","55.71645286","37.59429701","1519","Фигурный фонтан","Больница детская с приютом (Донской) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России. До ближайшего монумента («Фигурный фонтан») около 1.52 км.","","Q117038523","heritage_building"
"68","Богадельня Рахмановых","Богадельня Рахмановых (Донской)","историческое здание","55.71645286","37.59429701","1519","Фигурный фонтан","Богадельня Рахмановых (Донской) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России. До ближайшего монумента («Фигурный фонтан») около 1.52 км.","","Q117038521","heritage_building"
"68","Церковь Андрея Стратилата","Церковь Андрея Стратилата","исторический храм / монастырь","55.712094","37.575744","1518","Арена Лужники","Церковь Андрея Стратилата — Церковь Андрея Стратилата (надвратная). Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Арена Лужники») около 1.52 км.","","Q116919909","heritage_building"
"68","Ансамбль планировки","Ансамбль планировки и жилой застройки «Нижняя Пресня» (Пресненский)","историческое здание","55.758578","37.553125","1518","Пионер","Ансамбль планировки и жилой застройки «Нижняя Пресня» (Пресненский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Пионер») около 1.52 км.","","Q122790043","heritage_building"
"68","Никольская церковь","Никольская церковь при больничных палатах (Таганский)","исторический храм / монастырь","55.73224053","37.65698145","1517","Усадьба Морозовых","Никольская церковь при больничных палатах (Таганский) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Морозовых») около 1.52 км.","","Q117229868","heritage_building"
"68","Братский корпус","Братский (казначейский) корпус восточный (Таганский)","историческое здание","55.73224053","37.65698145","1517","Усадьба Морозовых","Братский (казначейский) корпус восточный (Таганский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Морозовых») около 1.52 км.","","Q117229870","heritage_building"
"68","Спасо-Преображенский собор","Спасо-Преображенский собор (Таганский)","исторический храм / монастырь","55.73190598","37.65628975","1516","Усадьба Ардалионова","Спасо-Преображенский собор (Таганский) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.52 км.","","Q117229864","heritage_building"
"68","Люблинская улица","Люблинская улица 48","историческое здание","55.681123","37.737012","1515","Ice park","Люблинская улица 48 — ДК имени III Интернационала. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Ice park») около 1.51 км.","","Q116785660","heritage_building"
"68","Смоленская площадь","Смоленская площадь 6 c3","историческое здание","55.74918207","37.58379571","1515","Cheapshot HQ","Смоленская площадь 6 c3 — Дом жилой. Историческое здание в Москве, памятник архитектуры. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Cheapshot HQ») около 1.51 км.","","Q116791329","heritage_building"
"68","Корпус жилой","Корпус жилой для обслуживающего персонала (Донской)","историческое здание","55.71633623","37.59535702","1514","Фигурный фонтан","Корпус жилой для обслуживающего персонала (Донской) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России. До ближайшего монумента («Фигурный фонтан») около 1.51 км.","","Q117038524","heritage_building"
"68","7-й Ростовский","7-й Ростовский переулок 17","усадьба / дворец / особняк","55.74142424","37.57325847","1513","Пионер","7-й Ростовский переулок 17 — Главный дом городской усадьбы. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Пионер») около 1.51 км.","","Q116795852","heritage_building"
"68","Ансамбль Сокольнического","Ансамбль Сокольнического отделения Городского Работного дома и Дома трудолюбия (Сокольники)","историческое здание","55.79872","37.69371","1513","Большой розарий","Ансамбль Сокольнического отделения Городского Работного дома и Дома трудолюбия (Сокольники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Большой розарий») около 1.51 км.","","Q116938888","heritage_building"
"68","Главный дом","Главный дом (Арбат)","историческое здание","55.74473836","37.58665235","1513","Пётр l","Главный дом (Арбат) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пётр l») около 1.51 км.","","Q118154769","heritage_building"
"68","Ограда с","Ограда с воротами (Арбат)","историческое здание","55.74473836","37.58665235","1513","Пётр l","Ограда с воротами (Арбат) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пётр l») около 1.51 км.","","Q118154773","heritage_building"
"68","Грот","Грот (Якиманка)","историческое здание","55.718278","37.58773","1511","Фигурный фонтан","Грот (Якиманка) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Фигурный фонтан») около 1.51 км.","","Q117209298","heritage_building"
"68","Колодезная улица","Колодезная улица 7 к6","историческое здание","55.796571","37.695305","1510","Дворец на Яузе","Колодезная улица 7 к6 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Дворец на Яузе») около 1.51 км.","","Q121395240","heritage_building"
"68","Корпус богадельни","Корпус богадельни юго-западный (южный) (Гагаринский)","историческое здание","55.711605","37.575366","1509","Арена Лужники","Корпус богадельни юго-западный (южный) (Гагаринский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Арена Лужники») около 1.51 км.","","Q116920208","heritage_building"
"68","улица Короленко","улица Короленко 3А","историческое здание","55.79784219","37.69385729","1508","Большой розарий","улица Короленко 3А — Корп��с мастерских и спален. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Большой розарий») около 1.51 км.","","Q116759927","heritage_building"
"68","Особняк Листа","Особняк Листа (Арбат)","усадьба / дворец / особняк","55.74414549","37.58626607","1507","Пётр l","Особняк Листа (Арбат) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Пётр l») около 1.51 км.","","Q118154447","heritage_building"
"68","Главный дом","Главный дом","историческое здание","55.7474543","37.58999408","1507","Пётр l","Главный дом — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Пётр l») около 1.51 км.","","Q118154503","heritage_building"
"68","Здание лаборатории","Здание лаборатории (Кунцево)","историческое здание","55.780229","37.342682","1506","🦸🏼‍♂️ Pugovka","Здание лаборатории (Кунцево) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («🦸🏼‍♂️ Pugovka») около 1.51 км.","","Q124366063","heritage_building"
"68","Северо-западный флигель","Северо-западный флигель (Арбат)","историческое здание","55.7475","37.590101","1505","Пётр l","Северо-западный флигель (Арбат) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России. До ближайшего монумента («Пётр l») около 1.50 км.","","Q121531360","heritage_building"
"68","Гороховский ��ереулок","Гороховский ��ереулок 3 c1","историческое здание","55.76508307","37.66229948","1504","Колокольня","Гороховский ��ереулок 3 c1 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Колокольня») около 1.50 км.","","Q116754215","heritage_building"
"68","Колодезная улица","Колодезная улица 7 к3","историческое здание","55.797013","37.697813","1503","Дворец на Яузе","Колодезная улица 7 к3 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Дворец на Яузе») около 1.50 км.","","Q121395267","heritage_building"
"68","Волоколамское шоссе","Волоколамское шоссе 128 ворота ограды храма","исторический храм / монастырь","55.83186","37.40165","1502","Сходненский ковш","Волоколамское шоссе 128 ворота ограды храма — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Сходненский ковш») около 1.50 км.","","Q116894372","heritage_building"
"68","Башня №","Башня № 2 — круглая угловая северо-западная (Донской)","знаковое современное здание","55.715453","37.599532","1502","Дом-корабль","Башня № 2 — круглая угловая северо-западная (Донской) — заметный современный архитектурный объект, который выделяется в городской застройке. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Дом-корабль») около 1.50 км.","","Q117174546","heritage_building"
"68","Гравёрный цех","Гравёрный цех (Пресненский)","историческое здание","55.75612278","37.56365548","1501","Пионер","Гравёрный цех (Пресненский) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Пионер») около 1.50 км.","","Q117195639","heritage_building"
"68","Вокзал станции","Вокзал станции «Ховрино» (Западное Дегунино)","вокзал / транспортный объект","55.868442","37.513622","1501","Apple garden","Вокзал станции «Ховрино» (Западное Дегунино) — крупный транспортный объект и узнаваемая городская точка с постоянным потоком людей. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Apple garden») около 1.50 км.","","Q124307598","heritage_building"
"68","Южный флигель","Южный флигель (Арбат)","историческое здание","55.747162","37.589708","1500","Пётр l","Южный флигель (Арбат) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: исторически ценный градоформирующий (средоформирующий) объект. До ближайшего монумента («Пётр l») около 1.50 км.","","Q121531362","heritage_building"
"68","Флигель","Флигель (Арбат)","историческое здание","55.744437","37.586633","1500","Пётр l","Флигель (Арбат) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России. До ближайшего монумента («Пётр l») около 1.50 км.","","Q123589926","heritage_building"
"68","Церковь Знамения","Церковь Знамения (Таганский)","исторический храм / монастырь","55.73199722","37.65576873","1499","Усадьба Ардалионова","Церковь Знамения (Таганский) — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.50 км.","","Q117229867","heritage_building"
"68","Волоколамское шоссе","Волоколамское шоссе 128, здание храма","исторический храм / монастырь","55.83176181","37.4022372","1498","Сходненский ковш","Волоколамское шоссе 128, здание храма — храмовый или монастырский объект с архитектурной, исторической и локальной культурной ценностью. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Сходненский ковш») около 1.50 км.","","Q116894368","heritage_building"
"68","Стена и","Стена и башни хозяйственного двора (Таганский)","знаковое современное здание","55.730987","37.657253","1498","Усадьба Ардалионова","Стена и башни хозяйственного двора (Таганский) — заметный современный архитектурный объект, который выделяется в городской застройке. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Усадьба Ардалионова») около 1.50 км.","","Q117229865","heritage_building"
"68","Пост электрической","Пост электрической централизации (Филёвский Парк)","знаковое городское место","55.743933","37.513762","1498","Ракета Хруничева","Пост электрической централизации (Филёвский Парк) — узнаваемое городское место, связанное с прогулками, событиями или повседневной жизнью района. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Ракета Хруничева») около 1.50 км.","","Q123345724","heritage_building"
"68","Новинская электрическая","Новинская электрическая подстанция городских железных дорог (Арбат)","вокзал / транспортный объект","55.749205","37.584442","1498","Cheapshot HQ","Новинская электрическая подстанция городских железных дорог (Арбат) — крупный транспортный объект и узнаваемая городская точка с постоянным потоком людей. Охранный статус: объект, обладающий признаками объекта культурного наследия. До ближайшего монумента («Cheapshot HQ») около 1.50 км.","","Q129676324","heritage_building"
"68","улица Россолимо","улица Россолимо 15/13","историческое здание","55.733948","37.578636","1497","Фигурный фонтан","улица Россолимо 15/13 — Ограда с воротами в Москве. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Фигурный фонтан») около 1.50 км.","","Q116795850","heritage_building"
"68","Бо��ьничный корпус","Бо��ьничный корпус (Сокольники)","историческое здание","55.79874798","37.69344407","1497","Большой розарий","Бо��ьничный корпус (Сокольники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Большой розарий») около 1.50 км.","","Q116938833","heritage_building"
"68","Самокатная улица","Самокатная улица 4 c11","историческое здание","55.75710553","37.67579217","1496","Усадьба Морозовых","Самокатная улица 4 c11 — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Усадьба Морозовых») около 1.50 км.","","Q116785623","heritage_building"
"68","Колокольня с","Колокольня с церковью апостола Иоанна Богослова","исторический храм / монастырь","55.711884","37.575296","1496","Арена Лужники","Колокольня с церковью апостола Иоанна Богослова — Колокольня с церковью апостола Иоанна Богослова. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Арена Лужники») около 1.50 км.","","Q116919936","heritage_building"
"68","Гороховский переулок","Гороховский переулок 3 c1, Ограда","историческое здание","55.76505","37.66261","1495","Колокольня","Гороховский переулок 3 c1, Ограда — Ограда исторического здания в Москве. Охранный статус: объект культурного наследия России федерального значения. До ближайшего монумента («Колокольня») около 1.50 км.","","Q116754219","heritage_building"
"68","Главный корпус","Главный корпус (Хамовники)","историческое здание","55.73522598","37.57959159","1494","Фигурный фонтан","Главный корпус (Хамовники) — исторический или архитектурный объект, отмеченный в городском наследии и выделяющийся среди обычной застройки. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Фигурный фонтан») около 1.49 км.","","Q123553187","heritage_building"
"68","Полуциркульные арки","Полуциркульные арки между домами 23, 25, 27 внутри двора по ул. Маршала Бирюзова (Щукино)","историческое здание","55.79499","37.48927","1493","Octod Tower","Полуциркульные арки между домами 23, 25, 27 внутри двора по ул. Маршала Бирюзова (Щукино) — Полуциркульные арки между домами 23, 25, 27 внутри двора по ул. Охранный статус: объект культурного наследия России регионального значения. До ближайшего монумента («Octod Tower») около 1.49 км.","","Q116981626","heritage_building"
"68","Особняк Н.В.","Особняк Н.В. Урусовой с оградой (Хамовники)","усадьба / дворец / особняк","55.744845","37.587145","1491","Пётр l","Особняк Н.В. Урусовой с оградой (Хамовники) — историческая усадьба, дворец или особняк с выразительной архитектурой и собственной историей места. Охранный статус: выявленный объект культурного наследия России. До ближайшего монумента («Пётр l») около 1.49 км.","","Q118154673","heritage_building"
